Google Cloud VMware Engine Simulator for Google Demo Customer
,
Applied Filters
vCenter,demo.google.com
Datacenter,Datacenter-2
VM Support Filter,All Supported VMs
,
Card Settings
Maximum CPU Oversubscription,Optimal - Hosts by CPU Demand
Dedupe / Compression Ratio,3:1
Storage Faults To Tolerate (FTT) / RAID,FTT 1 (Raid 1)
Allow VMware Horizon,Yes
GCP Location,Los Angeles (us-west2)
Term Length,3 Years
Secondary Storage Type,Google Cloud Storage
Secondary Storage Size (GB),"1,024 GB"
,
Rightsizing Criteria
Additional vCPU Headroom,Current vCPU Peak Demand
Additional vRAM Headroom,Current vRAM Peak Usage
Additional vSAN Storage Headroom,Current vSAN Storage Configured
,
Annual GCVE Cost,$948990
,
Cloud Environment Recommendation
Hosts,"19"
Host Type,ve1-standard-72
Host Placement,
Cluster #1,16 Hosts
Cluster #2,3 Hosts
,
Table Data
VM Name,Tags,VM State,Guest OS,vCPU,Cores per Socket,vCPU Peak Demand (GHz),vRAM (GB),vRAM Peak Usage (%),Peak IOPS,Peak Reads,Peak Writes,Peak Latency (ms),vDisk Capacity (GB),vDisk Used (GB),Additional Storage (GB),Snapshots,Datastores,Networks,GCP Cluster,GCP VPC,vCenter Name,Cluster Name
VM-383335,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,8.00,,,,,,160.00,198.70,,1,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-383336,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2,2,,4.00,,,,,,150.00,181.00,,1,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-394946,PoweredOn,Powered On,SUSE Linux Enterprise 11 (64-bit),1,1,0.93,3.52,100,324,320,46,1987,15.00,10.89,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-40218,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),4,4,,8.00,,,,,,210.00,183.60,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-404209,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),2,2,,4.00,,,,,,50.00,2.35,,1,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-410221,PoweredOn,Powered On,CentOS 4/5/6/7 (64-bit),1,1,1.81,2.00,93,65,63,39,746,30.00,9.67,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-411074,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,32.00,,,,,,1050.00,1016.66,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-414301,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,16.00,,,,,,100.00,92.40,1.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-414310,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,50.00,48.59,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-414312,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,50.00,45.60,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-414313,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1,1,,2.00,,,,,,40.00,39.17,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-414370,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2,2,5.99,8.00,100,2024,2017,751,991,200.00,141.77,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-414376,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2,2,5.48,8.00,100,932,924,472,2495,200.00,158.07,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-424801,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,64.00,,,,,,902.00,834.25,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-427165,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,80.00,51.80,,1,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-427167,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,80.00,43.85,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-427168,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,80.00,45.77,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-427172,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,80.00,51.69,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-427174,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,16.00,,,,,,100.00,93.78,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-427185,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,16.00,,,,,,100.00,80.91,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-427186,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,8.00,,,,,,80.00,79.05,,1,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-427187,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1,1,,2.00,,,,,,81.00,49.41,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-428148,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2,2,5.83,8.00,100,598,595,83,1107,150.00,29.56,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-428150,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2,2,5.76,8.00,100,992,786,939,2185,150.00,49.09,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-433972,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,16.00,,,,,,100.00,85.93,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-433973,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,100.00,95.20,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-442584,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),2,2,5.93,8.00,100,3283,3282,817,1876,180.00,160.90,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-442587,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),2,2,5.38,8.00,100,5132,5124,668,2738,150.00,144.67,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-444,PoweredOn,Powered Off,Microsoft Windows Server 2003 Standard (32-bit),1,1,,4.00,,,,,,320.00,323.03,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-444328,PoweredOn,Powered On,Other 2.6.x Linux (64-bit),2,1,2.00,4.00,97,449,413,73,12131,373.00,62.71,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-446044,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1,1,,2.00,,,,,,60.00,59.21,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-448619,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2,2,,4.00,,,,,,150.00,77.14,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-454902,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,8.00,,,,,,100.00,88.52,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-454909,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,80.00,49.03,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-454918,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,8.00,,,,,,80.00,67.64,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-454929,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,100.00,97.80,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-454931,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,100.00,94.16,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-458,PoweredOn,Powered Off,Microsoft Windows Server 2003 Standard (32-bit),2,1,,8.00,,,,,,500.00,499.22,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-466101,PoweredOn,Powered Off,Oracle Solaris 10 (64-bit),2,1,,2.00,,,,,,20.00,14.38,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-46779,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),6,1,,20.00,,,,,,400.00,297.75,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-473751,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,250.00,221.39,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-475540,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,60.00,59.12,0.00,0,1,3,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-480495,PoweredOn;PowerOn/Win2008R2;wave1;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),8,4,7.44,8.00,100,803,696,799,737,60.00,40.95,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-491139,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),8,4,5.95,8.00,100,847,613,843,1301,50.00,41.01,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-492086,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1,1,,2.00,,,,,,40.00,35.18,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-515883,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,16.00,,,,,,100.00,90.17,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-515885,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,16.00,,,,,,100.00,90.71,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-515886,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,16.00,,,,,,100.00,92.36,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-515887,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,1,,4.00,,,,,,100.00,95.71,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-515888,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,1,,4.00,,,,,,60.00,55.74,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-529692,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,8.00,,,,,,100.00,79.79,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-567854,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),8,2,,16.00,,,,,,100.00,98.03,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-567855,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),8,4,,8.00,,,,,,100.00,68.67,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-567856,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,8.00,,,,,,150.00,147.50,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-567857,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,8.00,,,,,,200.00,199.94,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-587917,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,2,,32.00,,,,,,650.00,189.56,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-59849,PoweredOn,Powered Off,Other Linux (32-bit),1,1,,0.13,,,,,,1.00,0.84,,0,1,4,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-603018,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,2,,8.00,,,,,,100.00,92.47,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-603021,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,2,,8.00,,,,,,100.00,99.07,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-606042,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,2,,16.00,,,,,,101.00,100.76,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-606043,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,8.00,,,,,,100.00,99.94,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-6066,PoweredOn,Powered Off,Other Linux (32-bit),1,1,,0.13,,,,,,1.00,0.92,,0,1,4,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-613266,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,30.00,,,,,,1097.00,805.45,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-616420,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2,2,5.60,4.00,100,1376,1374,427,5112,30.00,29.26,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-62797,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),8,2,,16.00,,,,,,101.00,90.63,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-62803,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),4,4,4.09,16.00,100,570,29,570,2946,201.00,200.94,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-62887,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),8,2,,4.00,,,,,,100.00,99.85,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-62889,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,8.00,,,,,,200.00,197.34,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-640366,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2,2,6.10,16.00,100,7809,4176,7057,2454,1630.00,1205.07,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-64058,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,8.00,,,,,,150.00,143.28,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-64060,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,8.00,,,,,,200.00,140.94,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-641234,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,32.00,,,,,,3309.00,3187.40,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-641243,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,200.00,195.31,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-641245,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,8.00,,,,,,99.87,98.62,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-641247,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,8.00,,,,,,80.00,70.74,,1,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-641263,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),2,1,5.70,28.00,100,3561,3560,3207,3732,751.00,539.55,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-651445,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1,1,,2.00,,,,,,80.00,51.27,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-659384,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),6,2,,32.00,,,,,,1070.00,1049.58,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-692065,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),6,2,14.25,16.00,100,2103,1866,783,1053,120.00,119.41,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-702,PoweredOn,Powered On,Other Linux (32-bit),1,1,0.35,2.00,99,10,3,10,566,60.00,32.62,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-704404,PoweredOn,Powered Off,Ubuntu Linux (64-bit),4,4,,7.81,,,,,,260.19,257.90,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-707,PoweredOn,Powered On,CentOS 4/5/6 (32-bit),1,1,1.20,0.25,99,219,214,20,8670,80.00,60.81,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-71265,PoweredOn;win2008on;windows_power_on,Powered On,Microsoft Windows Server 2008 (32-bit),6,6,18.39,32.00,100,8696,8654,1440,5713,1000.00,943.98,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-718579,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),8,2,,32.00,,,,,,251.00,249.74,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-718580,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,8.00,,,,,,301.00,239.35,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-727872,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,96.00,,,,,,1100.00,986.76,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-728342,PoweredOn,Powered Off,Oracle Solaris 10 (64-bit),2,1,,2.00,,,,,,20.00,16.08,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-729998,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),8,4,3.89,8.00,100,894,434,890,306,210.00,189.29,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-738447,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2,2,3.32,4.00,100,884,727,672,1252,51.00,27.30,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-742648,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,100.00,89.65,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-744955,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,4,,16.00,,,,,,271.00,220.79,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-758114,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2,2,0.33,4.00,100,44,7,42,328,30.00,23.24,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-775036,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,60.00,59.48,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-775041,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),8,8,,8.00,,,,,,100.00,100.00,,0,1,4,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-78395,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),8,2,,32.00,,,,,,150.00,146.82,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-783970,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,1,,6.00,,,,,,700.00,649.82,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-78398,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,8.00,,,,,,400.00,399.94,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-784,PoweredOn,Powered On,Other Linux (64-bit),8,1,4.04,2.00,100,449,297,245,5900,30.00,23.73,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-788297,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),8,2,,40.00,,,,,,251.00,250.92,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-789386,PoweredOn,Powered On,Red Hat Enterprise Linux 6 (64-bit),8,8,3.08,4.00,97,1191,1176,608,643,20.00,12.57,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-826262,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,435.00,435.00,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-841035,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,1,,15.99,,,,,,2370.50,148.38,,1,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-841644,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),8,4,,94.00,,,,,,970.00,671.57,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-842568,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,10.00,,,,,,120.00,109.32,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-847502,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,16.00,,,,,,120.00,91.53,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-848311,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,2,,8.00,,,,,,200.00,199.83,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-848312,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,8.00,,,,,,151.00,139.63,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-857193,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,8.00,,,,,,4090.48,2469.78,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-86491,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2003 Standard (32-bit),2,1,5.15,2.00,100,6263,5057,2039,2293,40.00,39.86,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-866461,PoweredOn,Powered On,CentOS 4/5/6/7 (64-bit),1,1,0.63,2.00,99,67,4,67,1130,50.00,5.88,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-867476,PoweredOn,Powered Off,Ubuntu Linux (64-bit),2,1,,4.00,,,,,,12.00,2.07,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-869273,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),16,4,,96.00,,,,,,1815.00,1661.96,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-869280,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,16.00,,,,,,1465.00,314.66,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-874035,PoweredOn,Powered Off,Oracle Solaris 10 (64-bit),2,1,,4.00,,,,,,20.00,12.80,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-875839,PoweredOn,Powered Off,Oracle Solaris 10 (64-bit),2,1,,4.00,,,,,,20.00,8.88,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-87717,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1,1,,4.00,,,,,,500.00,501.79,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-877249,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),8,2,,8.00,,,,,,100.00,97.07,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-877250,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,8.00,,,,,,201.00,192.29,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-879746,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2,2,,4.00,,,,,,50.00,47.16,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-879748,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2,2,,8.00,,,,,,100.00,100.09,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-887281,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,7753.00,7753.00,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-888680,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),6,6,,32.00,,,,,,160.00,70.62,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-892325,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),6,6,,32.00,,,,,,160.00,60.75,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-892357,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),6,6,,32.00,,,,,,160.00,86.26,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-892358,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),6,6,,32.00,,,,,,160.00,76.23,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-907024,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,12.00,,,,,,665.00,665.00,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-913604,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,2,,8.00,,,,,,100.00,62.31,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-913609,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,8.00,,,,,,100.00,99.95,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-914830,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2,2,,8.00,,,,,,100.00,99.20,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-9209,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2,1,,8.00,,,,,,150.00,120.30,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-92543,PoweredOn,Powered Off,Ubuntu Linux (64-bit),4,2,,8.00,,,,,,175.00,175.00,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
