On-Prem IT Cloud Simulator for Google Demo Customer
,
Applied Filters
None
,
Card Settings
Physical Host System Cost,"$8,000"
Hardware/ Software Depreciation Term,5 years
Shared Storage Cost/ GB,$6.00
Average Host RAM Cost/ GB,$24.00
vSphere Support,Production
Hypervisor/ELA Discount,15%
Annual License Cost/ VM,$350
Annual License Cost/ Host,"$12,000"
Environmental Costs Excluded,No
Average Watts/ Host,"430"
Cost/ kWh Electricity,$0.105
Cooling to Power Ratio,"1.8"
,
Rightsizing Criteria
If the configuration was at,Peak vCPU and Peak vRAM Usage
Do not resize below CPU and Memory reservations,No
,
Table Data
VM Name,Tags,VM State,Guest OS,VM Cost / Year ($),Compute Cost Portion ($),Storage Cost Portion ($),Adjusted Consumed VM Cost / Year ($),Adjusted Consumed Compute Cost Portion ($),Adjusted Consumed Storage Cost Portion ($),vCPU,vCPU Peak Usage (%),vCPU 99th %-ile Usage (%),vCPU 95th %-ile Usage (%),vRAM (GB),vRAM Peak Usage (%),Peak IOPS,Peak Reads,Peak Writes,Peak Latency (ms),vDisk Capacity (GB),vCenter Name,Cluster Name
VM-1152114,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1093,755,338,1093,755,338,4,100,42,34,16.00,100,801,645,795,1110,100.00,demo.google.com,Cluster-c473761
VM-2534187,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),930,761,169,873,704,169,8,8,2,1,4.00,100,232,226,55,1144,50.00,demo.google.com,Cluster-c473761
VM-3296306,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1246,739,507,1246,739,507,2,100,75,45,16.00,100,1791,1642,1038,1428,150.00,demo.google.com,Cluster-c473761
VM-1938831,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1151,746,405,1151,746,405,4,92,17,6,12.00,100,2682,2207,1434,5506,120.00,demo.google.com,Cluster-c473761
VM-31791,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),2258,788,1470,2258,788,1470,8,100,31,17,16.00,100,3872,3332,2024,861,435.00,demo.google.com,Cluster-c473761
VM-2791620,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1819,755,1064,,,1064,4,,,,16.00,,,,,,315.00,demo.google.com,Cluster-c344303
VM-442587,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1228,721,507,1228,721,507,2,100,24,14,8.00,100,5132,5124,668,2738,150.00,demo.google.com,Cluster-c473761
VM-2058802,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1075,737,338,,,338,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3232100,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1300,911,389,,,389,12,,,,56.00,,,,,,115.00,demo.google.com,Cluster-c473761
VM-414313,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),834,699,135,,,135,1,,,,2.00,,,,,,40.00,demo.google.com,Cluster-c862031
VM-1454306,PoweredOn,Powered On,Red Hat Enterprise Linux 6 (64-bit),924,721,203,915,712,203,2,27,1,1,8.00,95,9,4,9,105,60.00,demo.google.com,Cluster-c473761
VM-1540023,PoweredOn,Powered Off,Microsoft Windows Server 2016 (64-bit),5586,755,4831,,,4831,4,,,,16.00,,,,,,1430.00,demo.google.com,Cluster-c862031
VM-1406658,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),922,770,152,,,152,8,,,,8.00,,,,,,45.00,demo.google.com,Cluster-c344303
VM-1962777,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1297,756,541,,,541,3,,,,20.00,,,,,,160.00,demo.google.com,Cluster-c473761
VM-1721460,PoweredOn,Powered Off,Ubuntu Linux (64-bit),1717,704,1013,,,1013,1,,,,4.00,,,,,,300.00,demo.google.com,Cluster-c473761
VM-1831092,"",Powered Off,Oracle Solaris 10 (64-bit),775,707,68,,,68,2,,,,2.00,,,,,,20.00,demo.google.com,Cluster-c473761
VM-892357,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1349,808,541,,,541,6,,,,32.00,,,,,,160.00,demo.google.com,Cluster-c344303
VM-603018,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1108,770,338,,,338,8,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-707,PoweredOn,Powered On,CentOS 4/5/6 (32-bit),965,695,270,965,695,270,1,100,1,1,0.25,99,219,214,20,8670,80.00,demo.google.com,Cluster-c473761
VM-1053701,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),6117,712,5405,,,5405,2,,,,4.00,,,,,,1600.00,demo.google.com,Cluster-c473761
VM-3233309,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1300,911,389,1300,911,389,12,100,53,27,56.00,100,1803,1151,1762,1179,115.00,demo.google.com,Cluster-c473761
VM-3166011,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1300,911,389,1300,911,389,12,100,100,53,56.00,100,1771,1449,1688,1047,115.00,demo.google.com,Cluster-c473761
VM-2186165,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1007,737,270,,,270,4,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-123081,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1431,755,676,1423,747,676,4,62,32,9,16.00,100,1077,1077,622,1497,200.00,demo.google.com,Cluster-c473761
VM-1551662,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1059,721,338,,,338,2,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-1991547,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1228,755,473,1228,755,473,4,86,22,7,16.00,100,4918,4911,1371,3115,140.00,demo.google.com,Cluster-c473761
VM-2183584,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),2984,788,2196,2984,788,2196,8,100,69,64,16.00,100,3850,2338,1948,1748,650.00,demo.google.com,Cluster-c473761
VM-3292780,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),868,699,169,868,699,169,1,100,94,2,2.00,100,4139,4139,930,5245,50.00,demo.google.com,Cluster-c473761
VM-3165880,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1300,911,389,1300,911,389,12,100,100,52,56.00,100,2177,1513,2172,8441,115.00,demo.google.com,Cluster-c473761
VM-2164389,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),969,699,270,,,270,1,,,,2.00,,,,,,80.00,demo.google.com,Cluster-c344303
VM-1746557,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),906,737,169,,,169,4,,,,8.00,,,,,,50.00,demo.google.com,Cluster-c473761
VM-78398,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2088,737,1351,,,1351,4,,,,8.00,,,,,,400.00,demo.google.com,Cluster-c473761
VM-641243,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1388,712,676,,,676,2,,,,4.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-1818776,"",Powered Off,Oracle Solaris 10 (64-bit),775,707,68,,,68,2,,,,2.00,,,,,,20.00,demo.google.com,Cluster-c862031
VM-2451511,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1464,788,676,1448,772,676,8,64,22,17,16.00,100,2229,2045,2229,1081,200.00,demo.google.com,Cluster-c473761
VM-2899373,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),2067,716,1351,,,1351,2,,,,6.00,,,,,,400.00,demo.google.com,Cluster-c473761
VM-2431936,PoweredOn,Powered Off,Red Hat Enterprise Linux 5 (32-bit),888,699,189,,,189,1,,,,2.00,,,,,,56.00,demo.google.com,Cluster-c473761
VM-704404,PoweredOn,Powered Off,Ubuntu Linux (64-bit),1616,737,879,,,879,4,,,,7.81,,,,,,260.19,demo.google.com,Cluster-c344303
VM-515888,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),915,712,203,,,203,2,,,,4.00,,,,,,60.00,demo.google.com,Cluster-c862031
VM-3296500,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1246,739,507,1246,739,507,2,100,75,53,16.00,100,1342,1342,1267,4489,150.00,demo.google.com,Cluster-c473761
VM-288630,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1059,721,338,,,338,2,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3297762,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),847,712,135,845,710,135,2,72,6,2,4.00,75,1255,1247,399,358,40.00,demo.google.com,Cluster-c473761
VM-1279503,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),9054,716,8338,,,8338,2,,,,6.00,,,,,,2468.00,demo.google.com,Cluster-c344303
VM-427187,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),973,699,274,,,274,1,,,,2.00,,,,,,81.00,demo.google.com,Cluster-c473761
VM-1912494,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),7902,808,7094,7902,808,7094,6,100,70,53,32.00,100,5848,5464,4347,1810,2100.00,demo.google.com,Cluster-c473761
VM-3298975,PoweredOn,Powered Off,Other Linux (32-bit),800,699,101,,,101,1,,,,2.00,,,,,,30.00,demo.google.com,Cluster-c473761
VM-196663,PoweredOn,Powered Off,CentOS 4/5/6/7 (64-bit),5673,707,4966,5665,699,4966,2,41,2,1,2.00,100,410,362,125,153,1470.00,demo.google.com,Cluster-c344303
VM-454909,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),982,712,270,,,270,2,,,,4.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-1053699,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1068,730,338,,,338,2,,,,12.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-587917,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),3020,824,2196,,,2196,8,,,,32.00,,,,,,650.00,demo.google.com,Cluster-c473761
VM-2186372,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),1111,773,338,1041,703,338,4,6,0,0,24.00,15,64,48,16,50,100.00,demo.google.com,Cluster-c473761
VM-2469555,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1025,755,270,,,270,4,,,,16.00,,,,,,80.00,demo.google.com,Cluster-c473761
